Dinka,-0.577029,0.05213,0.001688,-0.007198,-0.002037,-0.00158,-0.013922,0.016999,0.074904,-0.091908,-0.019672,0.0236,-0.039112,0.000203,0.009164,-0.017085,0.018788,-0.010527,0.020818,-0.020069,0.001194,0.003733,-0.003838,-0.0014,0.005674
Yoruba,-0.630062,0.062501,0.022113,0.016708,0.000503,0.012474,-0.044417,0.047767,-0.048881,0.032769,0.004621,0.00079,0.023056,0.000951,0.012523,-0.009607,0.007076,0.000449,0.006022,-0.00299,0.001554,0.002316,-0.001759,-0.000471,-0.000425
Mbuti,-0.647426,0.059104,0.025493,0.037404,-0.001108,0.006638,0.366335,-0.293434,0.017712,0.02985,-0.008931,0.219824,0.126451,0.001018,0.010342,-0.001405,0.000939,-0.051866,0.014229,0.003727,0.006114,-0.001855,-0.004388,0.00253,-0.000695
Mota,-0.517895,0.040621,-0.003017,-0.000646,-0.002154,-0.009761,0.057813,-0.049383,0.089172,-0.084375,-0.013803,-0.014987,-0.036571,-0.001651,0.02348,-0.030628,0.022817,0.041047,0.005279,-0.008629,0.00262,0.001855,-0.006039,0.001205,0.002515
Anatolian-HG,0.114961,0.167562,0.03017,-0.08075,0.072629,-0.039881,-0.00047,0.000231,0.046836,0.083282,0.004222,0.007793,-0.02215,-0.011836,-0.041123,-0.003845,0.043027,0.00114,0.008799,-0.004252,-0.011729,0.006801,-0.006286,-0.010122,-0.007784
Somali,-0.296623,0.093429,-0.026851,-0.069736,0.000954,-0.03408,-0.020493,0.005769,0.115392,-0.079674,-0.008948,-0.006669,0.005218,-0.001665,0.024728,-0.018616,0.014864,-0.001976,0.00998,-0.003839,0.000599,0.004946,-0.002736,-0.001241,-0.00279
Iberomaurusian,-0.189857,0.0812424,-0.0233816,-0.085918,0.026897,-0.0562244,-0.0688578,0.0189222,0.1556838,0.0023324,0.0228318,-0.0328806,0.0757278,-0.0494342,0.0694074,-0.035799,0.007719,-0.0649408,-0.1416618,0.0393438,-0.037908,-0.1254826,0.0707936,-0.0144358,0.0191596
Tigray-Tigrinya,-0.215059,0.107109,-0.034828,-0.084854,0.000199,-0.039848,-0.016575,-0.000611,0.101287,-0.060492,-0.002359,-0.013779,0.019763,0.001449,0.021021,-0.009445,0.011604,0.000194,0.005856,0.003046,0.003853,0.006525,-0.003038,0.003055,-0.00455
WHG,0.121791,0.11577,0.18592,0.185726,0.156029,0.060798,0.017626,0.041537,0.093467,0.017859,-0.015752,-0.015886,0.020961,-0.005092,0.05361,0.064041,0.007562,0.004181,-0.00905,0.053401,0.099949,0.012489,-0.044123,-0.169904,0.018801
Han,0.021247,-0.452588,-0.012822,-0.0674,0.085247,0.037,0.001097,-0.002077,-0.017112,-0.003705,-0.048175,-0.003946,0.010753,-0.003808,-0.004841,0.00053,0.001,-0.001605,0.00398,-0.00692,0.014433,0.008408,0.016228,0.000201,0.00487
Ancient-North-Eurasian,0.079676,-0.023357,0.037335,0.186695,-0.070475,0.046575,-0.047472,-0.054921,-0.020452,-0.06925,0.028743,-0.010041,0.015907,-0.044865,0.017372,0.023071,-0.007302,0.00228,-0.00352,-0.00025,-0.028699,0.00371,0.011832,-0.006989,-0.002155
Ust-Ishim,-0.05122,-0.112724,-0.090886,0.075259,0.023389,-0.021753,-0.0094,-0.002077,0.044791,0.010387,0.005846,-0.000749,0.003271,-0.002615,0.002172,-0.002254,-0.006128,0.001647,-0.006913,0.015007,0.002995,0.007296,-0.010353,-0.014098,0.00946
My_Simulated_ANA,-0.494675,-0.0050772,-0.0769332,-0.091086,-0.018835,-0.0725678,-0.1372456,0.0376134,0.2645316,-0.0786172,0.0414416,-0.0735542,0.1736056,-0.0870324,0.1799378,-0.067753,-0.027589,-0.1310216,-0.2921226,0.0829396,-0.064087,-0.2577662,0.1478732,-0.0187496,0.0461032
Public_Simulated_ANA,-0.563566,-0.0066766,-0.1378411,-0.1627527,-0.0553782,-0.0975623,-0.1610894,0.02905653,0.27386294,-0.0798375,0.04742352,-0.0730786,0.18372215,-0.096548,0.18616847,-0.0930316,-0.0402327,-0.1514779,-0.3209951,0.07565878,-0.095124,-0.28872,0.18089845,0.01971826,0.04174301
